"sale_yr","sale_month","sale_day","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","sqft_basement","yr_built","zipcode","lat","long","sqft_living15","sqft_lot15","price"
2014.0,9.0,16.0,3.0,1.0,1390.0,8333.0,1.0,3.0,7.0,1390.0,0.0,1982.0,98155.0,47.7652,-122.31,1320.0,7090.0,315000.0
2014.0,10.0,6.0,2.0,1.0,1150.0,15000.0,1.0,3.0,6.0,1060.0,90.0,1930.0,98168.0,47.4935,-122.316,1350.0,15000.0,224000.0
2014.0,10.0,6.0,4.0,1.75,2120.0,9706.0,1.0,3.0,7.0,1370.0,750.0,1965.0,98168.0,47.4939,-122.297,1730.0,11337.0,293550.0
2014.0,10.0,3.0,4.0,2.75,2300.0,3175.0,1.5,3.0,6.0,1340.0,960.0,1966.0,98144.0,47.5732,-122.305,1260.0,3175.0,350000.0
2015.0,3.0,19.0,4.0,2.5,2400.0,7092.0,2.0,3.0,7.0,2400.0,0.0,1997.0,98133.0,47.7522,-122.338,2350.0,8310.0,442500.0
2014.0,8.0,4.0,3.0,2.5,3580.0,118047.0,1.0,3.0,9.0,3240.0,340.0,1992.0,98027.0,47.4453,-121.98,3240.0,123275.0,616500.0
2014.0,12.0,22.0,3.0,2.25,1550.0,4411.0,2.0,3.0,7.0,1550.0,0.0,2001.0,98019.0,47.7373,-121.966,1620.0,4621.0,324000.0
2014.0,8.0,5.0,3.0,1.5,1570.0,6450.0,1.5,4.0,6.0,1570.0,0.0,1931.0,98022.0,47.2021,-121.996,1400.0,6450.0,169000.0
2014.0,5.0,29.0,3.0,2.0,1480.0,5000.0,1.0,4.0,7.0,750.0,730.0,1928.0,98117.0,47.6859,-122.37,1250.0,4000.0,595000.0
2014.0,10.0,20.0,4.0,1.75,2410.0,8400.0,1.0,3.0,7.0,1600.0,810.0,1978.0,98011.0,47.7341,-122.2,1850.0,8400.0,432000.0
2014.0,10.0,2.0,4.0,2.75,2730.0,9112.0,1.0,3.0,9.0,1740.0,990.0,1996.0,98198.0,47.4005,-122.312,3050.0,10454.0,510000.0
2015.0,3.0,30.0,5.0,2.5,3120.0,15593.0,2.0,3.0,11.0,3120.0,0.0,1986.0,98074.0,47.6142,-122.065,3390.0,17003.0,750000.0
2015.0,2.0,19.0,3.0,1.0,860.0,5200.0,1.0,5.0,6.0,860.0,0.0,1969.0,98042.0,47.3677,-122.078,1010.0,5200.0,189000.0
2014.0,12.0,8.0,4.0,2.5,2180.0,3893.0,2.0,3.0,8.0,2180.0,0.0,1999.0,98117.0,47.6886,-122.388,1710.0,4550.0,726500.0
2014.0,6.0,19.0,3.0,2.0,1300.0,11374.0,1.5,5.0,7.0,1300.0,0.0,1933.0,98168.0,47.4839,-122.302,1480.0,9670.0,287000.0
2015.0,4.0,27.0,4.0,2.5,2300.0,22445.0,2.0,4.0,8.0,2300.0,0.0,1992.0,98014.0,47.6454,-121.902,2640.0,21886.0,498000.0
2014.0,5.0,27.0,2.0,1.0,1040.0,5527.0,1.0,3.0,7.0,1040.0,0.0,1951.0,98115.0,47.6774,-122.284,2080.0,7020.0,535000.0
2014.0,10.0,2.0,4.0,2.25,2670.0,14255.0,1.0,4.0,8.0,1610.0,1060.0,1975.0,98006.0,47.5623,-122.175,2470.0,10290.0,437850.0
2014.0,6.0,6.0,4.0,2.75,3270.0,50994.0,2.0,4.0,8.0,2720.0,550.0,1983.0,98042.0,47.347,-122.087,2780.0,36036.0,435000.0
2014.0,6.0,19.0,4.0,2.5,2610.0,8031.0,2.0,3.0,8.0,2610.0,0.0,1998.0,98155.0,47.7717,-122.27,2320.0,8031.0,510000.0
2014.0,5.0,6.0,3.0,2.5,2460.0,54885.0,2.0,4.0,8.0,2460.0,0.0,1980.0,98059.0,47.4996,-122.146,2770.0,21407.0,520000.0
2014.0,7.0,3.0,2.0,1.5,1930.0,3521.0,2.0,3.0,8.0,1930.0,0.0,1989.0,98007.0,47.6092,-122.146,1840.0,3576.0,509000.0
2015.0,4.0,6.0,3.0,1.0,1220.0,5652.0,1.0,3.0,6.0,1220.0,0.0,1905.0,98116.0,47.5767,-122.408,1490.0,2467.0,575000.0
2015.0,4.0,22.0,4.0,2.5,2030.0,7210.0,1.0,5.0,7.0,1330.0,700.0,1969.0,98059.0,47.5067,-122.16,1980.0,7560.0,365000.0
2014.0,6.0,12.0,3.0,2.0,2420.0,17859.0,1.0,5.0,9.0,1500.0,920.0,1979.0,98034.0,47.7074,-122.246,2955.0,17859.0,795000.0
2014.0,6.0,2.0,3.0,2.25,3020.0,43560.0,2.0,3.0,10.0,2720.0,300.0,1969.0,98005.0,47.6456,-122.173,3910.0,43560.0,955000.0
2014.0,10.0,20.0,5.0,3.25,3830.0,6507.0,2.0,3.0,9.0,3830.0,0.0,2014.0,98053.0,47.6843,-122.016,3950.0,6723.0,955990.0
2015.0,2.0,19.0,2.0,1.75,1220.0,8382.0,1.0,3.0,6.0,1220.0,0.0,1942.0,98146.0,47.5033,-122.359,1100.0,8382.0,245000.0
2015.0,2.0,26.0,4.0,2.5,2080.0,11176.0,1.0,5.0,8.0,2080.0,0.0,1954.0,98125.0,47.7107,-122.289,1390.0,7928.0,635000.0
2015.0,1.0,14.0,4.0,2.0,1500.0,3659.0,1.0,3.0,7.0,830.0,670.0,1906.0,98122.0,47.6088,-122.293,1560.0,3706.0,470000.0
2014.0,12.0,17.0,4.0,2.0,1980.0,10051.0,1.0,3.0,7.0,1980.0,0.0,1969.0,98092.0,47.3231,-122.103,1520.0,10125.0,279000.0
2014.0,8.0,4.0,3.0,3.5,2500.0,4270.0,2.0,3.0,8.0,2500.0,0.0,2000.0,98065.0,47.536,-121.877,2420.0,4205.0,538500.0
2014.0,8.0,8.0,2.0,1.0,910.0,295772.0,1.0,3.0,5.0,910.0,0.0,1953.0,98042.0,47.3752,-122.11,2050.0,48351.0,533050.0
2014.0,9.0,29.0,4.0,2.25,2470.0,8686.0,1.0,4.0,7.0,1270.0,1200.0,1974.0,98058.0,47.4371,-122.166,1900.0,7350.0,360000.0
2014.0,7.0,21.0,2.0,1.0,1650.0,5106.0,1.0,3.0,7.0,1090.0,560.0,1960.0,98115.0,47.6992,-122.309,1300.0,6947.0,435000.0
2014.0,10.0,28.0,2.0,1.0,1280.0,9690.0,1.0,4.0,6.0,640.0,640.0,1919.0,98118.0,47.5341,-122.279,1630.0,15884.0,340000.0
2014.0,6.0,17.0,3.0,3.25,2420.0,1923.0,2.0,3.0,10.0,1840.0,580.0,2006.0,98109.0,47.637,-122.341,1840.0,2890.0,1010000.0
2014.0,8.0,11.0,4.0,2.0,2070.0,7830.0,1.0,5.0,7.0,1180.0,890.0,1941.0,98125.0,47.7058,-122.278,2390.0,7830.0,699950.0
2014.0,7.0,10.0,2.0,1.0,740.0,6250.0,1.0,3.0,6.0,740.0,0.0,1942.0,98146.0,47.506,-122.335,980.0,6957.0,114975.0
2015.0,1.0,30.0,1.0,0.75,410.0,8636.0,1.0,2.0,4.0,410.0,0.0,1953.0,98146.0,47.5077,-122.357,1190.0,8636.0,325000.0
2014.0,10.0,27.0,2.0,1.0,1570.0,125452.0,1.0,4.0,7.0,1570.0,0.0,1953.0,98022.0,47.2077,-122.016,1660.0,46119.0,299990.0
2015.0,5.0,13.0,5.0,2.75,2860.0,5280.0,2.0,3.0,9.0,2860.0,0.0,2006.0,98052.0,47.707,-122.102,3150.0,6442.0,751000.0
2015.0,3.0,25.0,5.0,4.0,4460.0,269345.0,2.0,3.0,9.0,3330.0,1130.0,1996.0,98027.0,47.4992,-122.06,2670.0,115434.0,833450.0
2014.0,10.0,28.0,7.0,1.5,2670.0,11250.0,1.5,4.0,8.0,2320.0,350.0,1948.0,98133.0,47.7121,-122.332,2030.0,9000.0,575000.0
2014.0,11.0,25.0,3.0,1.75,1520.0,9600.0,1.0,4.0,7.0,1520.0,0.0,1967.0,98059.0,47.473,-122.149,1590.0,10183.0,190000.0
2014.0,12.0,3.0,2.0,2.0,1660.0,5200.0,1.0,5.0,7.0,1120.0,540.0,1906.0,98103.0,47.6871,-122.334,1260.0,5160.0,601150.0
2014.0,12.0,12.0,2.0,1.0,860.0,8308.0,1.0,3.0,7.0,860.0,0.0,1948.0,98146.0,47.508,-122.378,1200.0,8308.0,315000.0
2014.0,5.0,6.0,3.0,1.0,1010.0,7034.0,1.0,3.0,7.0,1010.0,0.0,1954.0,98055.0,47.49,-122.22,1440.0,10994.0,175000.0
2014.0,6.0,26.0,3.0,2.0,2330.0,26571.0,2.5,3.0,8.0,2330.0,0.0,1987.0,98005.0,47.6009,-122.158,2030.0,20037.0,530000.0
2014.0,10.0,7.0,3.0,1.75,1610.0,7900.0,1.0,4.0,8.0,1310.0,300.0,1960.0,98177.0,47.7588,-122.36,2210.0,7700.0,430000.0
2014.0,7.0,17.0,5.0,4.0,2900.0,9779.0,2.0,4.0,7.0,1950.0,950.0,1937.0,98168.0,47.5003,-122.306,1360.0,8000.0,312000.0
2014.0,12.0,1.0,5.0,3.5,3420.0,8000.0,2.0,3.0,10.0,3420.0,0.0,2006.0,98040.0,47.5736,-122.212,1900.0,8000.0,1438890.0
2014.0,7.0,2.0,4.0,2.5,2120.0,4558.0,2.0,3.0,7.0,2120.0,0.0,2002.0,98038.0,47.3795,-122.022,2370.0,5506.0,329950.0
2014.0,9.0,23.0,3.0,2.5,2460.0,10300.0,1.0,3.0,10.0,2460.0,0.0,1992.0,98117.0,47.6999,-122.391,2410.0,5250.0,995000.0
2015.0,3.0,27.0,4.0,2.5,2350.0,9779.0,1.0,3.0,10.0,2350.0,0.0,1987.0,98074.0,47.6411,-122.065,2700.0,10441.0,692000.0
2014.0,6.0,26.0,2.0,1.0,620.0,2475.0,1.0,5.0,6.0,620.0,0.0,1911.0,98107.0,47.6655,-122.371,1290.0,2475.0,402000.0
2015.0,3.0,31.0,4.0,1.0,1560.0,7980.0,1.0,4.0,7.0,1170.0,390.0,1939.0,98146.0,47.5093,-122.387,1570.0,7980.0,552500.0
2014.0,10.0,27.0,2.0,2.75,1100.0,1088.0,2.0,3.0,7.0,750.0,350.0,2006.0,98102.0,47.6405,-122.324,2090.0,4125.0,440000.0
2014.0,5.0,14.0,3.0,1.0,1100.0,17334.0,1.0,3.0,7.0,1100.0,0.0,1978.0,98001.0,47.3003,-122.27,1530.0,18694.0,139000.0
2014.0,9.0,16.0,3.0,1.5,1780.0,4200.0,1.5,4.0,8.0,1780.0,0.0,1916.0,98103.0,47.662,-122.349,1380.0,3333.0,588000.0
2014.0,5.0,23.0,3.0,2.0,1540.0,1827.0,2.0,3.0,8.0,1540.0,0.0,2005.0,98029.0,47.5479,-121.998,1540.0,1827.0,402000.0
2015.0,5.0,1.0,3.0,1.0,1380.0,9875.0,1.0,3.0,7.0,1380.0,0.0,1959.0,98168.0,47.5131,-122.334,1200.0,6250.0,245000.0
2014.0,5.0,25.0,3.0,1.75,1570.0,8459.0,1.0,3.0,7.0,1570.0,0.0,1991.0,98022.0,47.2016,-122.006,1650.0,8844.0,195000.0
2015.0,1.0,12.0,5.0,2.0,2540.0,11750.0,1.0,3.0,7.0,1480.0,1060.0,1962.0,98155.0,47.7754,-122.291,2000.0,12000.0,385000.0
2014.0,7.0,16.0,3.0,1.5,1520.0,7903.0,1.0,4.0,7.0,1000.0,520.0,1955.0,98006.0,47.5659,-122.141,1520.0,9830.0,450000.0
2014.0,10.0,31.0,3.0,1.75,1300.0,12378.0,1.0,4.0,6.0,1300.0,0.0,1943.0,98045.0,47.4996,-121.778,1300.0,11596.0,380000.0
2014.0,9.0,2.0,3.0,1.5,1610.0,8375.0,2.0,3.0,7.0,1610.0,0.0,1927.0,98155.0,47.7527,-122.306,1610.0,9107.0,270000.0
2014.0,6.0,23.0,3.0,2.0,2420.0,38781.0,1.0,5.0,7.0,1210.0,1210.0,1949.0,98027.0,47.4511,-121.976,2650.0,88426.0,349900.0
2015.0,1.0,15.0,3.0,1.75,1840.0,14005.0,1.0,3.0,8.0,1840.0,0.0,1983.0,98023.0,47.3124,-122.345,2170.0,7992.0,275000.0
2015.0,4.0,29.0,4.0,2.5,2450.0,8932.0,2.0,3.0,8.0,2450.0,0.0,1990.0,98023.0,47.3093,-122.345,2410.0,8775.0,300000.0
2015.0,5.0,8.0,3.0,1.75,1500.0,6000.0,1.0,5.0,7.0,850.0,650.0,1940.0,98199.0,47.6474,-122.402,1700.0,6000.0,700000.0
2015.0,4.0,2.0,3.0,2.5,2770.0,39529.0,2.0,3.0,9.0,2770.0,0.0,1987.0,98053.0,47.6495,-122.042,3010.0,35435.0,715000.0
2015.0,5.0,6.0,6.0,2.75,4430.0,6440.0,2.0,3.0,10.0,2680.0,1750.0,1964.0,98118.0,47.5462,-122.265,3530.0,7314.0,1485000.0
2014.0,7.0,8.0,4.0,2.5,2560.0,4020.0,2.0,3.0,9.0,2560.0,0.0,2006.0,98038.0,47.3533,-122.027,3010.0,4916.0,410000.0
2015.0,3.0,13.0,3.0,1.5,1240.0,5506.0,1.0,4.0,7.0,1240.0,0.0,1971.0,98118.0,47.5294,-122.285,1670.0,5589.0,225000.0
2015.0,2.0,11.0,3.0,1.75,1120.0,15210.0,1.0,5.0,7.0,1120.0,0.0,1976.0,98042.0,47.3659,-122.113,1710.0,8470.0,249950.0
2015.0,4.0,8.0,3.0,1.75,1590.0,7535.0,1.5,5.0,6.0,1590.0,0.0,1909.0,98032.0,47.3769,-122.234,1110.0,6000.0,249000.0
2014.0,5.0,8.0,4.0,1.75,2480.0,9195.0,1.0,3.0,7.0,1390.0,1090.0,1950.0,98004.0,47.584,-122.195,2440.0,9195.0,780000.0
2014.0,7.0,5.0,4.0,2.5,2700.0,4275.0,2.0,3.0,9.0,2700.0,0.0,2004.0,98115.0,47.6725,-122.327,1810.0,4500.0,1200000.0
2014.0,9.0,15.0,3.0,1.75,1930.0,7210.0,1.0,3.0,7.0,1110.0,820.0,1975.0,98072.0,47.735,-122.174,1870.0,7877.0,434500.0
2014.0,10.0,10.0,4.0,2.0,2490.0,339332.0,1.0,3.0,8.0,2490.0,0.0,2002.0,98022.0,47.2725,-121.929,1910.0,129373.0,590000.0
2015.0,2.0,19.0,2.0,1.0,1000.0,4000.0,1.0,3.0,6.0,1000.0,0.0,1910.0,98107.0,47.6742,-122.396,1490.0,5000.0,417200.0
2014.0,12.0,2.0,2.0,1.0,1060.0,3588.0,1.0,4.0,7.0,960.0,100.0,1926.0,98107.0,47.6721,-122.395,1570.0,3741.0,506000.0
2015.0,4.0,21.0,3.0,2.5,1730.0,4004.0,2.0,3.0,7.0,1730.0,0.0,1999.0,98148.0,47.4317,-122.328,1730.0,5523.0,348000.0
2014.0,7.0,28.0,4.0,2.5,2810.0,6146.0,2.0,3.0,9.0,2810.0,0.0,1998.0,98031.0,47.4045,-122.208,2810.0,6180.0,301000.0
2014.0,8.0,21.0,2.0,2.5,1830.0,8107.0,1.0,5.0,7.0,930.0,900.0,1946.0,98125.0,47.701,-122.305,1260.0,6960.0,460000.0
2014.0,7.0,10.0,4.0,3.5,1800.0,6400.0,2.0,3.0,8.0,1800.0,0.0,1984.0,98112.0,47.625,-122.3,1700.0,4736.0,958000.0
2014.0,6.0,12.0,5.0,1.75,2460.0,6846.0,1.5,5.0,7.0,1340.0,1120.0,1911.0,98108.0,47.5445,-122.321,1410.0,4800.0,445000.0
2014.0,5.0,19.0,3.0,2.5,1670.0,3565.0,2.0,3.0,7.0,1670.0,0.0,1999.0,98072.0,47.7623,-122.161,1510.0,3770.0,373000.0
2014.0,8.0,26.0,3.0,2.5,2850.0,12593.0,2.0,3.0,9.0,2850.0,0.0,1997.0,98023.0,47.2848,-122.345,2850.0,9435.0,364988.0
2014.0,8.0,6.0,6.0,2.25,2930.0,15949.0,1.0,4.0,8.0,1730.0,1200.0,1965.0,98034.0,47.7188,-122.185,1730.0,8550.0,429300.0
2015.0,3.0,17.0,1.0,1.0,620.0,2380.0,1.0,3.0,6.0,620.0,0.0,1900.0,98115.0,47.6746,-122.326,980.0,3570.0,382888.0
2014.0,5.0,21.0,4.0,2.75,2550.0,8632.0,1.0,3.0,8.0,1700.0,850.0,1972.0,98033.0,47.6477,-122.197,2550.0,9534.0,691000.0
2015.0,3.0,25.0,4.0,2.25,3010.0,12202.0,1.0,4.0,9.0,3010.0,0.0,1959.0,98005.0,47.6387,-122.174,2480.0,10143.0,830000.0
2014.0,5.0,30.0,3.0,1.75,1920.0,5405.0,1.0,4.0,7.0,960.0,960.0,1947.0,98126.0,47.5583,-122.38,1190.0,5405.0,490000.0
2014.0,9.0,10.0,3.0,2.25,2140.0,7200.0,2.0,4.0,7.0,2140.0,0.0,1979.0,98031.0,47.3913,-122.191,1890.0,7455.0,280000.0
2014.0,6.0,25.0,3.0,1.0,1250.0,6180.0,1.5,3.0,7.0,1250.0,0.0,1955.0,98155.0,47.7474,-122.327,1490.0,6180.0,233000.0
2014.0,7.0,28.0,3.0,3.25,2760.0,6420.0,2.0,3.0,9.0,2110.0,650.0,1991.0,98031.0,47.3895,-122.221,2030.0,7725.0,375000.0
2014.0,8.0,26.0,3.0,2.75,2180.0,3703.0,2.0,3.0,8.0,2180.0,0.0,2004.0,98011.0,47.776,-122.169,2190.0,3963.0,445000.0
2014.0,6.0,26.0,3.0,1.5,2450.0,12497.0,1.0,4.0,7.0,2450.0,0.0,1967.0,98065.0,47.5317,-121.834,1560.0,11700.0,358000.0
2014.0,5.0,30.0,2.0,1.75,1340.0,4664.0,1.0,3.0,8.0,1340.0,0.0,2004.0,98053.0,47.7182,-122.034,1350.0,4236.0,415000.0
2015.0,3.0,9.0,3.0,1.0,1130.0,8159.0,1.0,4.0,7.0,1130.0,0.0,1954.0,98133.0,47.7362,-122.333,1570.0,8162.0,411500.0
2014.0,9.0,19.0,3.0,1.75,2280.0,16671.0,1.5,4.0,6.0,1760.0,520.0,1909.0,98034.0,47.7096,-122.219,1850.0,9351.0,540000.0
2015.0,2.0,24.0,3.0,1.5,1952.0,8613.0,1.0,4.0,7.0,1652.0,300.0,1960.0,98032.0,47.3715,-122.29,1400.0,8712.0,270500.0
2015.0,4.0,10.0,2.0,1.5,1280.0,1256.0,2.0,3.0,8.0,1200.0,80.0,1998.0,98107.0,47.6741,-122.375,1390.0,1256.0,422250.0
2014.0,8.0,7.0,5.0,3.25,4610.0,10576.0,2.0,3.0,11.0,3310.0,1300.0,2006.0,98027.0,47.5373,-122.07,4042.0,8321.0,1200000.0
2014.0,8.0,4.0,3.0,2.5,2920.0,169448.0,2.5,3.0,9.0,2920.0,0.0,1990.0,98022.0,47.2492,-121.975,2360.0,326097.0,550000.0
2014.0,5.0,6.0,2.0,2.25,1230.0,929.0,2.0,3.0,8.0,1020.0,210.0,2004.0,98122.0,47.6191,-122.301,1270.0,1370.0,460000.0
2014.0,10.0,25.0,4.0,1.5,1580.0,6200.0,1.0,3.0,6.0,790.0,790.0,1944.0,98178.0,47.4971,-122.24,1320.0,6499.0,159075.0
2014.0,12.0,9.0,2.0,1.0,1220.0,4000.0,1.5,4.0,6.0,1220.0,0.0,1908.0,98103.0,47.6801,-122.354,1580.0,4000.0,470000.0
2014.0,9.0,18.0,2.0,1.5,1510.0,9843.0,1.0,4.0,7.0,1510.0,0.0,1961.0,98188.0,47.4419,-122.27,1590.0,9368.0,309950.0
2014.0,6.0,20.0,3.0,1.5,1860.0,60960.0,1.0,4.0,7.0,1140.0,720.0,1967.0,98042.0,47.3796,-122.102,2170.0,82764.0,291000.0
2015.0,2.0,9.0,3.0,2.5,2720.0,13124.0,2.0,3.0,9.0,2720.0,0.0,1988.0,98052.0,47.6371,-122.094,2760.0,16200.0,835000.0
2015.0,3.0,9.0,4.0,2.5,2090.0,7434.0,1.0,3.0,7.0,1090.0,1000.0,1993.0,98146.0,47.4962,-122.349,1260.0,8404.0,325000.0
2014.0,8.0,12.0,4.0,2.5,2300.0,7707.0,2.0,3.0,8.0,2300.0,0.0,2004.0,98038.0,47.3497,-122.044,2320.0,6035.0,380000.0
2015.0,3.0,6.0,3.0,3.0,2790.0,13295.0,2.0,4.0,10.0,2370.0,420.0,1933.0,98006.0,47.5466,-122.197,3140.0,11949.0,1800000.0
2015.0,1.0,7.0,3.0,1.0,1290.0,6380.0,1.5,3.0,7.0,1290.0,0.0,1930.0,98115.0,47.6951,-122.319,1630.0,6380.0,790000.0
2014.0,9.0,12.0,3.0,3.0,2130.0,5000.0,1.5,3.0,7.0,1570.0,560.0,1913.0,98118.0,47.5451,-122.284,1638.0,4500.0,509000.0
2014.0,7.0,8.0,3.0,2.0,960.0,9380.0,1.0,3.0,6.0,960.0,0.0,1949.0,98146.0,47.4852,-122.343,1460.0,9240.0,210000.0
2014.0,11.0,24.0,3.0,1.0,1570.0,11752.0,1.5,5.0,8.0,1570.0,0.0,1930.0,98133.0,47.7686,-122.348,2010.0,8291.0,415000.0
2014.0,12.0,5.0,3.0,2.5,3070.0,14400.0,1.0,5.0,9.0,1720.0,1350.0,1985.0,98198.0,47.3716,-122.321,2020.0,18211.0,550000.0
2014.0,8.0,1.0,3.0,1.0,1870.0,4984.0,1.0,3.0,7.0,1120.0,750.0,1955.0,98116.0,47.5771,-122.391,1650.0,5750.0,499950.0
2014.0,9.0,5.0,3.0,1.5,1540.0,5040.0,2.0,3.0,8.0,1540.0,0.0,1907.0,98122.0,47.6138,-122.299,1590.0,3600.0,659000.0
2014.0,6.0,5.0,4.0,3.75,2810.0,10840.0,2.0,4.0,8.0,2070.0,740.0,1994.0,98045.0,47.4861,-121.804,2370.0,11248.0,492000.0
2014.0,8.0,13.0,4.0,2.5,2450.0,7700.0,1.0,3.0,8.0,1250.0,1200.0,1958.0,98040.0,47.5731,-122.212,2450.0,8000.0,715000.0
2014.0,11.0,28.0,4.0,3.5,3130.0,52322.0,2.0,3.0,9.0,2430.0,700.0,2011.0,98005.0,47.5932,-122.159,3200.0,5820.0,975000.0
2015.0,3.0,25.0,3.0,3.25,2230.0,5460.0,1.0,4.0,8.0,1430.0,800.0,1977.0,98136.0,47.53,-122.388,2070.0,5600.0,699950.0
2015.0,4.0,16.0,3.0,3.0,2880.0,3750.0,2.0,3.0,9.0,2220.0,660.0,1909.0,98122.0,47.6155,-122.29,1910.0,4000.0,1000000.0
2015.0,4.0,1.0,3.0,1.0,1430.0,7599.0,1.5,4.0,6.0,1010.0,420.0,1930.0,98168.0,47.4783,-122.265,1290.0,10320.0,235000.0
2015.0,4.0,16.0,3.0,2.0,1560.0,2589.0,1.0,3.0,7.0,790.0,770.0,1923.0,98103.0,47.6587,-122.344,1450.0,3893.0,604000.0
2014.0,5.0,30.0,3.0,1.75,1700.0,8400.0,1.0,3.0,8.0,1460.0,240.0,1947.0,98199.0,47.6534,-122.415,2010.0,7000.0,750000.0
2015.0,1.0,7.0,5.0,2.0,2600.0,3750.0,1.5,4.0,6.0,1400.0,1200.0,1914.0,98105.0,47.6691,-122.299,1700.0,3750.0,580000.0
2014.0,12.0,4.0,1.0,1.0,790.0,4590.0,1.0,3.0,6.0,790.0,0.0,1911.0,98118.0,47.5677,-122.285,1070.0,4590.0,350000.0
2014.0,6.0,4.0,5.0,2.75,2660.0,8737.0,1.0,5.0,8.0,1470.0,1190.0,1969.0,98006.0,47.5667,-122.155,3280.0,8783.0,1100000.0
2015.0,2.0,9.0,4.0,2.0,1470.0,10291.0,1.0,4.0,7.0,1470.0,0.0,1963.0,98008.0,47.6316,-122.121,1460.0,9601.0,465000.0
2014.0,5.0,7.0,3.0,2.0,2350.0,5080.0,1.5,3.0,8.0,1780.0,570.0,1929.0,98118.0,47.5516,-122.263,1700.0,5080.0,568000.0
2014.0,11.0,6.0,5.0,2.0,2440.0,3080.0,2.0,4.0,8.0,2440.0,0.0,1910.0,98112.0,47.6242,-122.306,1640.0,3077.0,1005000.0
2014.0,9.0,16.0,3.0,1.5,1150.0,11571.0,1.0,3.0,7.0,1150.0,0.0,1961.0,98168.0,47.4931,-122.298,1630.0,11571.0,213500.0
2014.0,7.0,3.0,2.0,1.0,870.0,4600.0,1.0,4.0,7.0,870.0,0.0,1942.0,98126.0,47.5274,-122.379,930.0,4600.0,357000.0
2014.0,9.0,26.0,2.0,2.0,1280.0,4095.0,2.0,4.0,8.0,1280.0,0.0,1918.0,98136.0,47.5501,-122.393,1470.0,5500.0,425000.0
2014.0,6.0,11.0,3.0,2.5,2600.0,7465.0,2.0,3.0,9.0,2600.0,0.0,1988.0,98011.0,47.7387,-122.217,2660.0,7683.0,571000.0
2014.0,8.0,27.0,4.0,2.0,2100.0,12620.0,1.0,4.0,7.0,2100.0,0.0,1972.0,98034.0,47.7239,-122.173,1720.0,7840.0,500000.0
2014.0,6.0,25.0,4.0,2.25,1830.0,6136.0,2.0,3.0,7.0,1830.0,0.0,1990.0,98030.0,47.367,-122.181,1830.0,7664.0,249000.0
2014.0,6.0,3.0,3.0,2.0,1530.0,8700.0,1.0,4.0,7.0,1530.0,0.0,1970.0,98055.0,47.4529,-122.207,1960.0,7600.0,235000.0
2014.0,7.0,1.0,2.0,1.0,860.0,6050.0,1.0,3.0,7.0,860.0,0.0,1952.0,98116.0,47.5697,-122.4,1130.0,6050.0,370000.0
2014.0,11.0,21.0,4.0,2.5,2420.0,3825.0,2.0,3.0,8.0,2420.0,0.0,2003.0,98042.0,47.3687,-122.126,1880.0,4250.0,298000.0
2014.0,7.0,8.0,4.0,2.25,1900.0,7200.0,1.0,3.0,8.0,1370.0,530.0,1977.0,98146.0,47.5033,-122.372,2030.0,8008.0,485000.0
2014.0,7.0,16.0,3.0,1.0,1010.0,7200.0,1.0,3.0,7.0,1010.0,0.0,1968.0,98034.0,47.7225,-122.179,1120.0,7200.0,347000.0
2014.0,5.0,19.0,3.0,1.0,1500.0,4100.0,1.5,3.0,7.0,1370.0,130.0,1926.0,98107.0,47.6689,-122.367,1500.0,4100.0,485000.0
2014.0,10.0,22.0,3.0,2.5,1740.0,1251.0,2.0,3.0,9.0,1180.0,560.0,2012.0,98199.0,47.644,-122.385,1740.0,1625.0,601000.0
2014.0,8.0,29.0,3.0,3.0,1850.0,12556.0,2.0,3.0,9.0,1850.0,0.0,1976.0,98074.0,47.6286,-122.053,2390.0,12474.0,565000.0
2015.0,1.0,7.0,3.0,2.25,1480.0,7200.0,1.0,3.0,7.0,1190.0,290.0,1975.0,98023.0,47.3037,-122.375,1830.0,7200.0,291000.0
2015.0,3.0,25.0,4.0,2.25,3180.0,9600.0,2.0,3.0,10.0,3180.0,0.0,1984.0,98074.0,47.6313,-122.045,2840.0,10739.0,725000.0
2014.0,7.0,22.0,5.0,3.25,3910.0,7077.0,2.0,3.0,9.0,2710.0,1200.0,2000.0,98038.0,47.3766,-122.027,2650.0,7077.0,470000.0
2015.0,2.0,25.0,4.0,1.5,1780.0,8000.0,2.0,4.0,6.0,1080.0,700.0,1900.0,98010.0,47.3124,-122.003,1750.0,9147.0,200000.0
2014.0,8.0,25.0,2.0,2.5,2510.0,17986.0,2.0,3.0,9.0,2510.0,0.0,1943.0,98052.0,47.6832,-122.164,2440.0,8039.0,811000.0
2014.0,9.0,18.0,4.0,2.25,4250.0,16940.0,1.0,4.0,9.0,2380.0,1870.0,1974.0,98040.0,47.5453,-122.234,3460.0,17693.0,1530000.0
2014.0,12.0,29.0,4.0,2.75,2560.0,83200.0,1.0,3.0,8.0,1860.0,700.0,1980.0,98072.0,47.7511,-122.111,1990.0,38332.0,562000.0
2014.0,7.0,23.0,3.0,2.5,1760.0,7601.0,2.0,3.0,8.0,1760.0,0.0,1992.0,98003.0,47.2672,-122.313,1920.0,6851.0,281000.0
2014.0,10.0,16.0,3.0,2.25,2100.0,14027.0,2.0,3.0,8.0,2100.0,0.0,1979.0,98042.0,47.3833,-122.1,2730.0,5999.0,270000.0
